"source","target","role"
"US039857772","CNS(=O)(=O)C=1C(=C(C=C(C(=O)O)C1)[N+](=O)[O-])OC1=CC=CC=C1","product"
"US039857773","CN(S(=O)(=O)C=1C(=C(C=C(C(=O)O)C1)[N+](=O)[O-])OC1=CC=CC=C1)C","product"
"US039857774","NC=1C=C(C(=O)O)C=C(C1OC1=CC=CC=C1)S(N(C)C)(=O)=O","product"
"US039857775","N(C1=CC=CC=C1)C1=C(C=C(C(=O)O)C=C1S(NC1=CC=CC=C1)(=O)=O)[N+](=O)[O-]","product"
"US039857776","COC1=CC=C(OC2=C(C=C(C(=O)O)C=C2S(N)(=O)=O)[N+](=O)[O-])C=C1","product"
"US039857777","NC=1C=C(C(=O)O)C=C(C1OC1=CC=C(C=C1)OC)S(N)(=O)=O","product"
"US039857778","[N+](=O)([O-])C=1C=C(C(=O)O)C=C(C1OC1=CC(=CC=C1)C(F)(F)F)S(N)(=O)=O","product"
"US039857779","NC=1C=C(C(=O)O)C=C(C1OC1=CC(=CC=C1)C(F)(F)F)S(N)(=O)=O","product"
"US0398577710","ClC=1C=C(OC2=C(C=C(C(=O)O)C=C2S(N)(=O)=O)[N+](=O)[O-])C=CC1","product"
"US0398577711","NC=1C=C(C(=O)O)C=C(C1OC1=CC(=CC=C1)Cl)S(N)(=O)=O","product"
"US0398577712","NC=1C=C(C(=O)O)C=C(C1OC)S(N)(=O)=O","product"
"US0398577713","N(C1=CC=CC=C1)C1=C(C=C(C(=O)O)C=C1S(N)(=O)=O)[N+](=O)[O-]","product"
"US0398577714","NC=1C=C(C(=O)O)C=C(C1NC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577715","[N+](=O)([O-])C=1C=C(C(=O)O)C=C(C1NC=1C=C(C=CC1)C)S(N)(=O)=O","product"
"US0398577716","NC=1C=C(C(=O)O)C=C(C1NC=1C=C(C=CC1)C)S(N)(=O)=O","product"
"US0398577717","NC=1C=C(C(=O)O)C=C(C1NC1=CC=C(C=C1)C)S(N)(=O)=O","product"
"US0398577718","NC=1C=C(C(=O)O)C=C(C1NC=1C(=CC=CC1)C)S(N)(=O)=O","product"
"US0398577719","NC=1C=C(C(=O)O)C=C(C1NC1=C(C=CC=C1)OC)S(N)(=O)=O","product"
"US0398577720","NC=1C=C(C(=O)O)C=C(C1NC1=CC(=CC=C1)OC)S(N)(=O)=O","product"
"US0398577721","NC=1C=C(C(=O)O)C=C(C1NC1=CC=C(C=C1)OC)S(N)(=O)=O","product"
"US0398577722","NC=1C=C(C(=O)O)C=C(C1NC1=CC(=CC=C1)C(F)(F)F)S(N)(=O)=O","product"
"US0398577723","NC=1C=C(C(=O)O)C=C(C1NC1=C(C=C(C=C1)C)C)S(N)(=O)=O","product"
"US0398577724","NC=1C=C(C(=O)O)C=C(C1NC1=CC=C(C=C1)Cl)S(N)(=O)=O","product"
"US0398577725","NC=1C=C(C(=O)O)C=C(C1NC1=CC=C(C=C1)O)S(N)(=O)=O","product"
"US0398577726","NC=1C=C(C(=O)O)C=C(C1NC1CCCCC1)S(N)(=O)=O","product"
"US0398577727","NC=1C=C(C(=O)O)C=C(C1NCC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577728","[N+](=O)([O-])C=1C=C(C(=O)O)C=C(C1NCCC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577729","NC=1C=C(C(=O)O)C=C(C1NCCC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577730","NC=1C=C(C(=O)O)C=C(C1NC1=CC=C(C=C1)C(=O)O)S(N)(=O)=O","product"
"US0398577731","COCCNC1=C(C=C(C(=O)O)C=C1S(N)(=O)=O)[N+](=O)[O-]","product"
"US0398577732","NC=1C=C(C(=O)O)C=C(C1NCCOC)S(N)(=O)=O","product"
"US0398577733","C(C)(C)NC1=C(C=C(C(=O)O)C=C1S(N)(=O)=O)[N+](=O)[O-]","product"
"US0398577734","NC=1C=C(C(=O)O)C=C(C1NC(C)C)S(N)(=O)=O","product"
"US0398577735","[N+](=O)([O-])C=1C=C(C(=O)O)C=C(C1N1CCCCC1)S(N)(=O)=O","product"
"US0398577736","NC=1C=C(C(=O)O)C=C(C1N1CCCCC1)S(N)(=O)=O","product"
"US0398577737","NC=1C=C(C(=O)O)C=C(C1N1CCOCC1)S(N)(=O)=O","product"
"US0398577738","CN(CCCNC1=C(C=C(C(=O)O)C=C1S(N)(=O)=O)[N+](=O)[O-])C","product"
"US0398577739","NC=1C=C(C(=O)O)C=C(C1NC1=CC2=CC=CC=C2C=C1)S(N)(=O)=O","product"
"US0398577740","[N+](=O)([O-])C=1C=C(C(=O)O)C=C(C1SC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577741","NC=1C=C(C(=O)O)C=C(C1SC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577742","NC=1C=C(C(=O)O)C=C(C1SCCCC)S(N)(=O)=O","product"
"US0398577743","NC=1C=C(C(=O)O)C=C(C1SC1=C(C=CC=C1)C)S(N)(=O)=O","product"
"US0398577744","NC=1C=C(C(=O)O)C=C(C1S(=O)(=O)C1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577745","NC=1C=C(C(=O)O)C=C(C1S(=O)CCCC)S(N)(=O)=O","product"
"US0398577747","NC=1C=C(C(=O)O)C=C(C1OCC(F)(F)F)S(N)(=O)=O","product"
"US0398577748","C(C)OC(C1=CC(=C(C(=C1)S(N)(=O)=O)Cl)[N+](=O)[O-])=O","product"
"US0398577749","C(C)OC(C1=CC(=C(C(=C1)S(N)(=O)=O)NC1=CC=CC(=N1)C)[N+](=O)[O-])=O","product"
"US0398577750","CC1=NC(=CC=C1)NC1=C(C=C(C(=O)O)C=C1S(N)(=O)=O)[N+](=O)[O-]","product"
"US0398577752","C(C1=CC=CC=C1)OC1=CC=C(OC2=C(C=C(C(=O)O)C=C2S(N)(=O)=O)[N+](=O)[O-])C=C1","product"
"US0398577753","NC=1C=C(C(=O)O)C=C(C1OC1=CC=C(C=C1)OCC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577754","[N+](=O)([O-])C=1C=C(C(=O)Cl)C=C(C1OC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577755","[N+](=O)([O-])C=1C=C(C(=O)N)C=C(C1OC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577756","NC=1C=C(C(=O)N)C=C(C1OC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577757","NC=1C=C(C(=O)O)C=C(C1OC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577758","C(C)(=O)NS(=O)(=O)C=1C(=C(C=C(C(=O)O)C1)[N+](=O)[O-])OC1=CC=CC=C1","product"
"US0398577759","COC(C1=CC(=C(C(=C1)S(N)(=O)=O)OC1=CC=CC=C1)NCCCC)=O","product"
"US0398577760","C(#N)COC(C1=CC(=C(C(=C1)S(N)(=O)=O)OC1=CC=CC=C1)NCCCC)=O","product"
"US0398577761","C(CCC)NC=1C=C(C(=O)O)C=C(C1OC1=CC=C(C=C1)S(=O)(=O)Cl)S(N)(=O)=O","product"
"US0398577763","C(C1=CC=CC=C1)NC=1C=C(C(=O)O)C=C(C1SC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577764","C(CCC)NC=1C=C(C(=O)O)C=C(C1S(=O)C1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577765","C(C)OC(C1=CC(=C(C(=C1)S(N)(=O)=O)NC1=CC=CC=C1)NCC1=CC=CC=C1)=O","product"
"US0398577766","N(C1=CC=CC=C1)C1=C(C=C(C(=O)O)C=C1S(N)(=O)=O)NCC1=CC=CC=C1","product"
"US0398577767","C(C)OC(C1=CC(=C(C(=C1)S(NC1=CC=CC=C1)(=O)=O)NC1=CC=CC=C1)NCC1=CC=CC=C1)=O","product"
"US0398577768","N(C1=CC=CC=C1)C1=C(C=C(C(=O)O)C=C1S(NC1=CC=CC=C1)(=O)=O)NCC1=CC=CC=C1","product"
"US0398577769","C(C1=CC=CC=C1)NC=1C=C(C(=O)O)C=C(C1S(=O)C1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577770","C(CCCCC)OC(C1=CC(=C(C(=C1)S(N)(=O)=O)OC1=CC=CC=C1)NCCCCCC)=O","product"
"US0398577771","C(C)OC(C1=CC(=C(C(=C1)S(N)(=O)=O)OC1=CC=CC=C1)NCC=C)=O","product"
"US0398577772","C(C=C)NC=1C=C(C(=O)O)C=C(C1OC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577773","C(C)OC(C1=CC(=C(C(=C1)S(N)(=O)=O)OC1=CC=CC=C1)NCC#C)=O","product"
"US0398577774","O(C1=CC=CC=C1)C1=C(C=C(C(=O)O)C=C1S(N)(=O)=O)NCC#C","product"
"US0398577775","C(C)OC(C1=CC(=C(C(=C1)S(N)(=O)=O)OC1=CC=CC=C1)NCCC)=O","product"
"US0398577776","O(C1=CC=CC=C1)C1=C(C=C(C(=O)O)C=C1S(N)(=O)=O)NCCC","product"
"US0398577777","C(C)NC=1C=C(C(=O)OCC)C=C(C1OC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577778","C(CCCC)NC=1C=C(C(=O)OCCCCC)C=C(C1OC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577779","C(CCCC)NC=1C=C(C(=O)O)C=C(C1OC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577780","C(C1=CC=CC=C1)NC=1C=C(C(=O)OCC)C=C(C1OC1=CC=C(C=C1)OCC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577781","C(C1=CC=CC=C1)NC=1C=C(C(=O)O)C=C(C1OC1=CC=C(C=C1)OCC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577783","C(C1=CC=CC=C1)NC=1C=C(C(=O)O)C=C(C1NCCC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577784","C(C1=CC=CC=C1)NC=1C=C(C(=O)OCC)C=C(C1N1CCCCC1)S(N)(=O)=O","product"
"US0398577785","C(C1=CC=CC=C1)NC=1C=C(C(=O)O)C=C(C1NC(C)C)S(N)(=O)=O","product"
"US0398577786","C(C1=CC=CC=C1)NC=1C=C(C(=O)O)C=C(C1NC1=CC=CC(=N1)C)S(N)(=O)=O","product"
"US0398577787","C(C1=CC=CC=C1)NC=1C=C(C(=O)OCC)C=C(C1OC1=CC(=CC=C1)C(F)(F)F)S(N)(=O)=O","product"
"US0398577788","C(C1=CC=CC=C1)NC=1C=C(C(=O)OCC)C=C(C1NC1=CC(=CC=C1)C(F)(F)F)S(N)(=O)=O","product"
"US0398577789","C(C1=CC=CC=C1)NC=1C=C(C(=O)OCC)C=C(C1NC1=CC2=CC=CC=C2C=C1)S(N)(=O)=O","product"
"US0398577790","C(C1=CC=CC=C1)NC=1C=C(C(=O)OCC)C=C(C1NC=1C=C(C=CC1)C)S(N)(=O)=O","product"
"US0398577791","C(C1=CC=CC=C1)NC=1C=C(C(=O)OCC)C=C(C1N1CCOCC1)S(N)(=O)=O","product"
"US0398577792","N(C1=CC=CC=C1)C1=C(C=C(C(=O)O)C=C1S(N)(=O)=O)NCCCC","product"
"US0398577793","C(CCC)NC1=C(C=C(C(=O)O)C=C1S(N)(=O)=O)[N+](=O)[O-]","product"
"US0398577794","NC=1C=C(C(=O)O)C=C(C1NCCCC)S(N)(=O)=O","product"
"US0398577795","C(C1=CC=CC=C1)NC=1C=C(C(=O)O)C=C(C1NCCCC)S(N)(=O)=O","product"
"US0398577796","C(C)(=O)NS(=O)(=O)C=1C(=C(C=C(C(=O)O)C1)NCC1=CC=CC=C1)OC1=CC=CC=C1","product"
"US0398577797","C(C1=CC=CC=C1)NC=1C=C(C(=O)O)C=C(C1OC1=CC=CC=C1)S(N)(=O)=O","product"
"US0398577798","C(C1=CC=CC=C1)NC=1C=C(C(=O)OCC)C=C(C1OC1=CC=CC=C1)S(NC)(=O)=O","product"
"US0398577799","C(C1=CC=CC=C1)NC=1C=C(C(=O)O)C=C(C1OC1=CC=CC=C1)S(NC)(=O)=O","product"
"US03985777100","C(C1=CC=CC=C1)NC=1C=C(C(=O)OCC)C=C(C1OC1=CC=CC=C1)S(N(C)C)(=O)=O","product"
"US03985777101","C(C1=CC=CC=C1)NC=1C=C(C(=O)O)C=C(C1OC1=CC=CC=C1)S(N(C)C)(=O)=O","product"
"US03985777102","C(C1=CC=CC=C1)NC=1C=C(C(=O)O)C=C(C1OC1=CC=CC=C1)S(NCCCC)(=O)=O","product"
"US03985777103","C(CCC)NC=1C=C(C(=O)O)C=C(C1OC1=CC=CC=C1)S(NCCCC)(=O)=O","product"
"US03985777104","N(C1=CC=CC=C1)C1=C(C=C(C(=O)O)C=C1S(NC1=CC=CC=C1)(=O)=O)NCC1=CC=CC=C1","product"
"US039857401","NC1[C@@H]2N(C(=C(CS2)CSC(=O)C=2SC=CN2)C(=O)O)C1=O","product"
"US039857402","NC1[C@@H]2N(C(=C(CS2)CSC(=O)C=2SC(=CN2)C)C(=O)O)C1=O","product"
"US039857403","NC1[C@@H]2N(C(=C(CS2)CSC(=O)C=2N=CSC2)C(=O)O)C1=O","product"
"US039857406","NC1[C@@H]2N(C(=C(CS2)CSC(=O)C=2SC=C(N2)C)C(=O)O)C1=O","product"
"US039857409","NC1[C@@H]2N(C(=C(CS2)CSC(=O)C=2SC(=C(N2)C)C)C(=O)O)C1=O","product"
"US0398574010","NC1[C@@H]2N(C(=C(CS2)CSC(=O)C=2N=C(SC2)C)C(=O)O)C1=O","product"
"US039858831","O(C1=CC=CC=C1)C1=CC=C(C=C1)C(C(C)(C)C)=O","product"
"US039858801","CC(O)C=1NC=2C=CC=C3C=CC=C(N1)C23","product"
"US039858802","Cl.C(C)C(O)(C=1NC=2C=CC=C3C=CC=C(N1)C23)C","product"
"US039858803","C1=CC(C2=CC=CC3=NC=4N(C1=C32)COC4)=O","product"
"US039858804","Cl.N1C(=NC2=CC=CC3=CC=CC1=C23)CNC(O)=O","product"
"US039858805","CN(C(OCC=1NC=2C=CC=C3C=CC=C(N1)C23)=O)C","product"
"US039858806","C(C1=CC=CC=C1)(=O)OCC=1NC=2C=CC=C3C=CC=C(N1)C23","product"
"US039858852","N1=CC(=CC=C1)C=1SC2=C(N1)C=CC=C2","product"
"US039858853","[N+](=O)([O-])C=1C=CC2=C(N=C(S2)C=2C=NC=CC2)C1","product"
"US039858854","NC=1C=CC2=C(N=C(S2)C=2C=NC=CC2)C1","product"
